state,SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,value
"{'delay': 263.0, 'rssi': -10.0, 'snr': 8.0, 'time_over_air': 94.0, 'bytes_per_second': 95.0, 'chunks_count': 1.0, 'attempt': 1}",8,879,250,6,6,0,200,72,80,1,0.03314865
"{'delay': 286.0, 'rssi': -11.0, 'snr': 12.75, 'time_over_air': 105.0, 'bytes_per_second': 85.0, 'chunks_count': 1.0, 'attempt': 1}",9,871,500,6,12,0,200,15,100,1,0.029582558329999998
"{'delay': 169.0, 'rssi': -7.0, 'snr': 7.5, 'time_over_air': 47.0, 'bytes_per_second': 191.0, 'chunks_count': 1.0, 'attempt': 1}",11,860,125,7,16,0,200,22,120,1,0.02157433333
"{'delay': 2122.0, 'rssi': -15.0, 'snr': 12.0, 'time_over_air': 791.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",7,886,500,8,17,0,200,55,120,1,0.029344373330000003
"{'delay': 114.0, 'rssi': -3.0, 'snr': 5.5, 'time_over_air': 26.0, 'bytes_per_second': 346.0, 'chunks_count': 1.0, 'attempt': 1}",7,861,250,5,16,0,200,87,120,1,0.030403400000000004
"{'delay': 187.0, 'rssi': -12.0, 'snr': 10.0, 'time_over_air': 62.0, 'bytes_per_second': 145.0, 'chunks_count': 1.0, 'attempt': 1}",6,868,500,8,16,1,200,80,120,1,0.03136504167
"{'delay': 223.0, 'rssi': 2.0, 'snr': 3.75, 'time_over_air': 15.0, 'bytes_per_second': 600.0, 'chunks_count': 1.0, 'attempt': 1}",9,873,500,6,20,0,200,10,140,1,0.02865588333
"{'delay': 159.0, 'rssi': -5.0, 'snr': 7.5, 'time_over_air': 42.0, 'bytes_per_second': 214.0, 'chunks_count': 1.0, 'attempt': 1}",6,889,500,8,15,1,200,26,120,1,0.038575463330000004
"{'delay': 209.0, 'rssi': 2.0, 'snr': 3.75, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",9,876,500,6,3,0,200,61,80,1,0.02870143
"{'delay': 263.0, 'rssi': -17.0, 'snr': 8.0, 'time_over_air': 94.0, 'bytes_per_second': 95.0, 'chunks_count': 1.0, 'attempt': 1}",9,871,250,5,16,0,200,39,120,1,0.03127803333
"{'delay': 362.0, 'rssi': -5.0, 'snr': 13.75, 'time_over_air': 136.0, 'bytes_per_second': 66.0, 'chunks_count': 1.0, 'attempt': 1}",6,878,500,5,12,1,200,18,100,1,0.043179550000000004
"{'delay': 156.0, 'rssi': -1.0, 'snr': 3.25, 'time_over_air': 6.0, 'bytes_per_second': 1500.0, 'chunks_count': 1.0, 'attempt': 1}",7,860,500,6,3,0,200,65,80,1,0.02970355333
"{'delay': 114.0, 'rssi': -23.0, 'snr': 5.25, 'time_over_air': 26.0, 'bytes_per_second': 346.0, 'chunks_count': 1.0, 'attempt': 1}",6,866,500,7,9,1,200,96,100,1,0.03039830333
"{'delay': 210.0, 'rssi': -11.0, 'snr': 3.5, 'time_over_air': 17.0, 'bytes_per_second': 529.0, 'chunks_count': 1.0, 'attempt': 1}",12,888,500,7,8,0,200,25,100,1,0.023504516670000003
"{'delay': 1027.0, 'rssi': -7.0, 'snr': 6.5, 'time_over_air': 420.0, 'bytes_per_second': 21.0, 'chunks_count': 1.0, 'attempt': 1}",11,879,500,5,14,0,200,56,120,1,0.02304112833
"{'delay': 765.0, 'rssi': -5.0, 'snr': 7.5, 'time_over_air': 321.0, 'bytes_per_second': 28.0, 'chunks_count': 1.0, 'attempt': 1}",7,885,250,8,8,0,200,46,100,1,0.03167620167
"{'delay': 162.0, 'rssi': -10.0, 'snr': 9.5, 'time_over_air': 47.0, 'bytes_per_second': 191.0, 'chunks_count': 1.0, 'attempt': 1}",6,883,125,5,17,1,200,45,120,1,0.02887056333
"{'delay': 464.0, 'rssi': -4.0, 'snr': 6.75, 'time_over_air': 37.0, 'bytes_per_second': 243.0, 'chunks_count': 1.0, 'attempt': 1}",6,871,250,8,6,1,200,43,80,1,0.03303408
"{'delay': 365.0, 'rssi': -9.0, 'snr': 7.5, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",8,887,125,5,14,0,200,95,120,1,0.028438811670000005
"{'delay': 591.0, 'rssi': -7.0, 'snr': 11.75, 'time_over_air': 251.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",12,888,125,8,10,0,200,81,100,1,0.016315166670000002
"{'delay': 8058.0, 'rssi': -8.0, 'snr': 8.75, 'time_over_air': 3580.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",11,864,500,7,5,0,200,30,80,1,0.026468276670000002
"{'delay': 609.0, 'rssi': -21.0, 'snr': 7.5, 'time_over_air': 231.0, 'bytes_per_second': 38.0, 'chunks_count': 1.0, 'attempt': 1}",11,875,125,6,5,0,200,46,80,1,0.02519939333
"{'delay': 2778.0, 'rssi': -12.0, 'snr': 12.75, 'time_over_air': 1151.0, 'bytes_per_second': 7.0, 'chunks_count': 1.0, 'attempt': 1}",11,862,500,6,7,0,200,61,80,1,0.025939900000000002
"{'delay': 2776.0, 'rssi': -17.0, 'snr': 14.25, 'time_over_air': 1151.0, 'bytes_per_second': 7.0, 'chunks_count': 1.0, 'attempt': 1}",6,875,125,8,10,1,200,68,100,1,0.02844191
"{'delay': 694.0, 'rssi': -7.0, 'snr': 6.75, 'time_over_air': 54.0, 'bytes_per_second': 166.0, 'chunks_count': 1.0, 'attempt': 1}",6,860,250,8,9,1,200,77,100,1,0.031116806670000004
"{'delay': 383.0, 'rssi': -14.0, 'snr': 7.25, 'time_over_air': 29.0, 'bytes_per_second': 310.0, 'chunks_count': 1.0, 'attempt': 1}",10,864,125,8,11,0,200,30,100,1,0.02654809333
"{'delay': 1220.0, 'rssi': -16.0, 'snr': 10.75, 'time_over_air': 478.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",12,870,125,6,2,0,200,41,80,1,0.017069
"{'delay': 4978.0, 'rssi': -17.0, 'snr': 8.5, 'time_over_air': 2139.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",6,865,500,6,7,1,200,70,80,1,0.03261886667
"{'delay': 186.0, 'rssi': -11.0, 'snr': 3.5, 'time_over_air': 13.0, 'bytes_per_second': 692.0, 'chunks_count': 1.0, 'attempt': 1}",9,863,125,5,9,0,200,62,100,1,0.03128781
"{'delay': 855.0, 'rssi': -16.0, 'snr': 14.0, 'time_over_air': 366.0, 'bytes_per_second': 24.0, 'chunks_count': 1.0, 'attempt': 1}",9,879,250,5,17,0,200,60,120,1,0.029400743330000003
"{'delay': 448.0, 'rssi': -4.0, 'snr': 14.0, 'time_over_air': 179.0, 'bytes_per_second': 50.0, 'chunks_count': 1.0, 'attempt': 1}",10,860,125,5,7,0,200,32,80,1,0.03001716667
"{'delay': 1080.0, 'rssi': -16.0, 'snr': 13.0, 'time_over_air': 445.0, 'bytes_per_second': 20.0, 'chunks_count': 1.0, 'attempt': 1}",11,873,125,7,11,0,200,61,100,1,0.01858166667
"{'delay': 3400.0, 'rssi': -10.0, 'snr': 9.5, 'time_over_air': 1430.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 1}",6,879,500,8,15,1,200,28,120,1,0.01908166667
"{'delay': 3400.0, 'rssi': -10.0, 'snr': 10.0, 'time_over_air': 1430.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 2}",10,871,250,7,8,0,200,39,100,1,0.03284762333
"{'delay': 683.0, 'rssi': -9.0, 'snr': 14.5, 'time_over_air': 268.0, 'bytes_per_second': 33.0, 'chunks_count': 1.0, 'attempt': 1}",10,883,250,5,8,0,200,95,100,1,0.029246471670000003
"{'delay': 1084.0, 'rssi': -7.0, 'snr': 12.75, 'time_over_air': 481.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",9,872,250,6,6,0,200,18,80,1,0.03500527
"{'delay': 294.0, 'rssi': -11.0, 'snr': 14.5, 'time_over_air': 99.0, 'bytes_per_second': 90.0, 'chunks_count': 1.0, 'attempt': 1}",11,861,500,5,5,0,200,95,80,1,0.02530202667
"{'delay': 1084.0, 'rssi': -21.0, 'snr': 8.25, 'time_over_air': 481.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",10,876,125,5,2,0,200,62,80,1,0.02777638333
"{'delay': 1572.0, 'rssi': -16.0, 'snr': 11.5, 'time_over_air': 691.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",10,877,250,5,10,0,200,91,100,1,0.02643222667
"{'delay': 1052.0, 'rssi': -6.0, 'snr': 10.25, 'time_over_air': 464.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",8,864,250,7,7,0,200,81,80,1,0.03265655
"{'delay': 313.0, 'rssi': -18.0, 'snr': 12.5, 'time_over_air': 117.0, 'bytes_per_second': 76.0, 'chunks_count': 1.0, 'attempt': 1}",6,870,250,8,12,1,200,41,100,1,0.03326483333
"{'delay': 364.0, 'rssi': -5.0, 'snr': 7.5, 'time_over_air': 20.0, 'bytes_per_second': 449.0, 'chunks_count': 1.0, 'attempt': 1}",6,879,250,8,2,1,200,26,80,1,0.03487646667
"{'delay': 356.0, 'rssi': -16.0, 'snr': 7.5, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",11,883,125,8,15,0,200,23,120,1,0.02102283333
"{'delay': 2286.0, 'rssi': -7.0, 'snr': 11.5, 'time_over_air': 840.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",7,864,250,8,8,0,200,47,100,1,0.03167611833
"{'delay': 163.0, 'rssi': -18.0, 'snr': 9.5, 'time_over_air': 47.0, 'bytes_per_second': 191.0, 'chunks_count': 1.0, 'attempt': 1}",8,882,125,5,6,0,200,8,80,1,0.033126206670000005
"{'delay': 235.0, 'rssi': -11.0, 'snr': 12.0, 'time_over_air': 73.0, 'bytes_per_second': 123.0, 'chunks_count': 1.0, 'attempt': 1}",6,882,500,8,10,1,200,62,100,1,0.032596895
"{'delay': 218.0, 'rssi': -1.0, 'snr': 3.5, 'time_over_air': 13.0, 'bytes_per_second': 692.0, 'chunks_count': 1.0, 'attempt': 1}",9,869,250,5,20,0,200,13,140,1,0.03184045
"{'delay': 255.0, 'rssi': -5.0, 'snr': 13.75, 'time_over_air': 83.0, 'bytes_per_second': 108.0, 'chunks_count': 1.0, 'attempt': 1}",10,879,250,7,10,0,200,63,100,1,0.02835297333
"{'delay': 899.0, 'rssi': -8.0, 'snr': 11.25, 'time_over_air': 366.0, 'bytes_per_second': 24.0, 'chunks_count': 1.0, 'attempt': 1}",6,889,500,7,5,1,200,83,80,1,0.03138615
"{'delay': 207.0, 'rssi': -5.0, 'snr': 3.5, 'time_over_air': 15.0, 'bytes_per_second': 600.0, 'chunks_count': 1.0, 'attempt': 1}",11,887,250,7,5,0,200,57,80,1,0.029647503330000005
"{'delay': 1605.0, 'rssi': -16.0, 'snr': 14.0, 'time_over_air': 682.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",9,877,125,5,4,0,200,98,80,1,0.030240376670000003
"{'delay': 1149.0, 'rssi': -16.0, 'snr': 13.25, 'time_over_air': 514.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",7,873,500,6,14,0,200,14,120,1,0.03427630167
"{'delay': 87.0, 'rssi': -4.0, 'snr': 5.25, 'time_over_air': 13.0, 'bytes_per_second': 692.0, 'chunks_count': 1.0, 'attempt': 1}",8,861,125,8,4,0,200,89,80,1,0.031094563330000005
"{'delay': 622.0, 'rssi': -24.0, 'snr': 12.25, 'time_over_air': 257.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",9,870,250,7,13,0,200,55,100,1,0.032541996670000004
"{'delay': 464.0, 'rssi': -7.0, 'snr': 13.75, 'time_over_air': 181.0, 'bytes_per_second': 49.0, 'chunks_count': 1.0, 'attempt': 1}",9,886,250,8,7,0,200,16,80,1,0.03456295
"{'delay': 323.0, 'rssi': -10.0, 'snr': 14.25, 'time_over_air': 108.0, 'bytes_per_second': 83.0, 'chunks_count': 1.0, 'attempt': 1}",7,860,125,6,8,0,200,36,100,1,0.030532636670000002
"{'delay': 224.0, 'rssi': -18.0, 'snr': 9.5, 'time_over_air': 74.0, 'bytes_per_second': 121.0, 'chunks_count': 1.0, 'attempt': 1}",9,873,125,5,10,0,200,35,100,1,0.028474741669999998
"{'delay': 633.0, 'rssi': -8.0, 'snr': 10.25, 'time_over_air': 255.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",11,878,125,6,9,0,200,85,100,1,0.01983375
"{'delay': 4055.0, 'rssi': -10.0, 'snr': 11.0, 'time_over_air': 1790.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",10,862,500,7,8,0,200,35,100,1,0.01933375
"{'delay': 4055.0, 'rssi': -10.0, 'snr': 10.5, 'time_over_air': 1790.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 2}",12,890,250,6,12,0,200,90,100,1,0.019023833330000003
"{'delay': 4122.0, 'rssi': -6.0, 'snr': 10.25, 'time_over_air': 1872.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",6,877,250,7,6,1,200,44,80,1,0.019773750000000003
"{'delay': 4123.0, 'rssi': -6.0, 'snr': 11.0, 'time_over_air': 1872.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",6,868,125,5,6,1,200,82,80,1,0.02871238
"{'delay': 502.0, 'rssi': -10.0, 'snr': 7.0, 'time_over_air': 56.0, 'bytes_per_second': 160.0, 'chunks_count': 1.0, 'attempt': 1}",6,863,500,7,7,1,200,94,80,1,0.030665216670000002
"{'delay': 209.0, 'rssi': -12.0, 'snr': 3.75, 'time_over_air': 17.0, 'bytes_per_second': 529.0, 'chunks_count': 1.0, 'attempt': 1}",12,886,250,8,17,0,200,92,120,1,0.01744966667
"{'delay': 4418.0, 'rssi': -5.0, 'snr': 8.75, 'time_over_air': 1971.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",7,869,125,5,7,0,200,24,80,1,0.01844966667
"{'delay': 4418.0, 'rssi': -5.0, 'snr': 9.75, 'time_over_air': 1971.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",10,874,500,8,13,0,200,19,100,1,0.027724710000000003
"{'delay': 302.0, 'rssi': -6.0, 'snr': 7.5, 'time_over_air': 97.0, 'bytes_per_second': 92.0, 'chunks_count': 1.0, 'attempt': 1}",11,871,250,7,5,0,200,55,80,1,0.029503293330000003
"{'delay': 1572.0, 'rssi': -17.0, 'snr': 13.75, 'time_over_air': 666.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",9,880,125,6,15,0,200,22,120,1,0.030277066670000005
"{'delay': 564.0, 'rssi': -6.0, 'snr': 14.0, 'time_over_air': 215.0, 'bytes_per_second': 41.0, 'chunks_count': 1.0, 'attempt': 1}",9,875,500,7,16,0,200,47,120,1,0.027142391670000002
"{'delay': 244.0, 'rssi': -6.0, 'snr': 7.75, 'time_over_air': 83.0, 'bytes_per_second': 108.0, 'chunks_count': 1.0, 'attempt': 1}",8,886,500,5,17,0,200,6,120,1,0.03313263667
"{'delay': 99.0, 'rssi': -5.0, 'snr': 7.0, 'time_over_air': 18.0, 'bytes_per_second': 500.0, 'chunks_count': 1.0, 'attempt': 1}",9,888,125,6,14,0,200,88,120,1,0.026693325000000004
"{'delay': 1104.0, 'rssi': -6.0, 'snr': 13.75, 'time_over_air': 485.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",7,863,125,6,8,0,200,75,100,1,0.02964875333
"{'delay': 305.0, 'rssi': -18.0, 'snr': 9.5, 'time_over_air': 114.0, 'bytes_per_second': 78.0, 'chunks_count': 1.0, 'attempt': 1}",12,872,125,6,16,0,200,33,120,1,0.019244166670000003
"{'delay': 4454.0, 'rssi': -5.0, 'snr': 10.5, 'time_over_air': 1876.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,250,5,4,0,200,31,80,1,0.01974416667
"{'delay': 4454.0, 'rssi': -6.0, 'snr': 11.0, 'time_over_air': 1876.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",12,865,500,6,8,0,200,85,100,1,0.021422641670000003
"{'delay': 1958.0, 'rssi': -14.0, 'snr': 8.25, 'time_over_air': 895.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",7,872,500,7,11,0,200,31,100,1,0.03187589667
"{'delay': 99.0, 'rssi': -6.0, 'snr': 5.75, 'time_over_air': 19.0, 'bytes_per_second': 473.0, 'chunks_count': 1.0, 'attempt': 1}",12,864,250,8,11,0,200,96,100,1,0.01840625
"{'delay': 4549.0, 'rssi': -16.0, 'snr': 9.75, 'time_over_air': 2036.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",9,866,125,8,6,0,200,72,80,1,0.01865625
"{'delay': 4549.0, 'rssi': -16.0, 'snr': 10.0, 'time_over_air': 2036.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",9,870,500,6,17,0,200,25,120,1,0.027912530000000005
"{'delay': 190.0, 'rssi': -6.0, 'snr': 7.5, 'time_over_air': 57.0, 'bytes_per_second': 157.0, 'chunks_count': 1.0, 'attempt': 1}",7,882,250,5,20,0,200,79,140,1,0.030042716670000004
"{'delay': 179.0, 'rssi': -5.0, 'snr': 10.25, 'time_over_air': 57.0, 'bytes_per_second': 157.0, 'chunks_count': 1.0, 'attempt': 1}",12,869,250,6,12,0,200,100,100,1,0.018914416670000003
"{'delay': 4451.0, 'rssi': -7.0, 'snr': 10.25, 'time_over_air': 2036.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",10,866,125,7,8,0,200,83,100,1,0.0194145
"{'delay': 4450.0, 'rssi': -7.0, 'snr': 10.75, 'time_over_air': 2036.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",8,873,250,7,7,0,200,51,80,1,0.032984633330000006
"{'delay': 252.0, 'rssi': -10.0, 'snr': 12.25, 'time_over_air': 87.0, 'bytes_per_second': 103.0, 'chunks_count': 1.0, 'attempt': 1}",7,865,125,8,15,0,200,82,120,1,0.0278383
"{'delay': 342.0, 'rssi': -14.0, 'snr': 9.5, 'time_over_air': 130.0, 'bytes_per_second': 69.0, 'chunks_count': 1.0, 'attempt': 1}",11,879,500,6,12,0,200,42,100,1,0.026029016670000002
"{'delay': 679.0, 'rssi': -9.0, 'snr': 8.25, 'time_over_air': 272.0, 'bytes_per_second': 33.0, 'chunks_count': 1.0, 'attempt': 1}",10,869,250,8,8,0,200,43,100,1,0.03287017667
"{'delay': 745.0, 'rssi': -10.0, 'snr': 14.75, 'time_over_air': 292.0, 'bytes_per_second': 30.0, 'chunks_count': 1.0, 'attempt': 1}",6,877,250,8,12,1,200,97,100,1,0.029808875000000002
"{'delay': 392.0, 'rssi': -4.0, 'snr': 6.75, 'time_over_air': 35.0, 'bytes_per_second': 257.0, 'chunks_count': 1.0, 'attempt': 1}",9,880,250,6,4,0,200,87,80,1,0.033472823330000005
"{'delay': 576.0, 'rssi': -16.0, 'snr': 14.5, 'time_over_air': 241.0, 'bytes_per_second': 37.0, 'chunks_count': 1.0, 'attempt': 1}",12,886,500,7,11,0,200,89,100,1,0.01836665
"{'delay': 2073.0, 'rssi': -6.0, 'snr': 7.0, 'time_over_air': 945.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,250,5,7,0,200,55,80,1,0.030584250000000004
"{'delay': 155.0, 'rssi': -10.0, 'snr': 8.25, 'time_over_air': 45.0, 'bytes_per_second': 200.0, 'chunks_count': 1.0, 'attempt': 1}",6,890,500,8,10,1,200,29,100,1,0.03673856833
"{'delay': 210.0, 'rssi': -1.0, 'snr': 3.5, 'time_over_air': 9.0, 'bytes_per_second': 1000.0, 'chunks_count': 1.0, 'attempt': 1}",6,884,125,5,2,1,200,33,80,1,0.03041005
"{'delay': 452.0, 'rssi': -16.0, 'snr': 6.75, 'time_over_air': 31.0, 'bytes_per_second': 290.0, 'chunks_count': 1.0, 'attempt': 1}",8,872,125,6,20,0,200,68,140,1,0.02444488333
"{'delay': 499.0, 'rssi': -6.0, 'snr': 12.0, 'time_over_air': 202.0, 'bytes_per_second': 44.0, 'chunks_count': 1.0, 'attempt': 1}",12,875,250,5,8,0,200,9,100,1,0.031217681670000004
"{'delay': 1353.0, 'rssi': -8.0, 'snr': 15.0, 'time_over_air': 513.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",7,885,500,6,14,0,200,82,120,1,0.029145995000000004
"{'delay': 122.0, 'rssi': -4.0, 'snr': 5.75, 'time_over_air': 31.0, 'bytes_per_second': 290.0, 'chunks_count': 1.0, 'attempt': 1}",11,886,250,6,3,0,200,76,80,1,0.02722725667
"{'delay': 1859.0, 'rssi': -17.0, 'snr': 12.0, 'time_over_air': 822.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",9,861,500,8,4,0,200,88,80,1,0.027873170000000003
"{'delay': 337.0, 'rssi': -23.0, 'snr': 7.75, 'time_over_air': 128.0, 'bytes_per_second': 70.0, 'chunks_count': 1.0, 'attempt': 1}",7,871,125,6,17,0,200,52,120,1,0.028627140000000002
"{'delay': 257.0, 'rssi': -6.0, 'snr': 10.0, 'time_over_air': 91.0, 'bytes_per_second': 98.0, 'chunks_count': 1.0, 'attempt': 1}",8,864,500,8,6,0,200,29,80,1,0.03052840333
"{'delay': 137.0, 'rssi': -18.0, 'snr': 7.25, 'time_over_air': 34.0, 'bytes_per_second': 264.0, 'chunks_count': 1.0, 'attempt': 1}",7,873,500,6,13,0,200,55,100,1,0.029999236670000002
"{'delay': 109.0, 'rssi': -5.0, 'snr': 5.25, 'time_over_air': 24.0, 'bytes_per_second': 375.0, 'chunks_count': 1.0, 'attempt': 1}",12,865,250,7,20,0,200,92,140,1,0.01847583333
"{'delay': 4302.0, 'rssi': -13.0, 'snr': 9.75, 'time_over_air': 1938.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",11,871,500,8,17,0,200,8,120,1,0.01897575
"{'delay': 4303.0, 'rssi': -13.0, 'snr': 10.25, 'time_over_air': 1938.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",6,887,125,7,16,1,200,35,120,1,0.029022541670000002
"{'delay': 591.0, 'rssi': -4.0, 'snr': 6.5, 'time_over_air': 35.0, 'bytes_per_second': 257.0, 'chunks_count': 1.0, 'attempt': 1}",8,866,250,7,11,0,200,52,100,1,0.032789793330000004
"{'delay': 254.0, 'rssi': -18.0, 'snr': 12.25, 'time_over_air': 88.0, 'bytes_per_second': 102.0, 'chunks_count': 1.0, 'attempt': 1}",12,872,500,6,4,0,200,64,80,1,0.02335788667
"{'delay': 1615.0, 'rssi': -13.0, 'snr': 7.75, 'time_over_air': 723.0, 'bytes_per_second': 12.0, 'chunks_count': 1.0, 'attempt': 1}",6,871,125,6,9,1,200,23,100,1,0.03051098
"{'delay': 510.0, 'rssi': -8.0, 'snr': 6.5, 'time_over_air': 28.0, 'bytes_per_second': 321.0, 'chunks_count': 1.0, 'attempt': 1}",11,869,125,7,3,0,200,47,80,1,0.02465647
"{'delay': 2941.0, 'rssi': -19.0, 'snr': 11.75, 'time_over_air': 1201.0, 'bytes_per_second': 7.0, 'chunks_count': 1.0, 'attempt': 1}",12,867,125,6,7,0,200,99,80,1,0.01702558333
"{'delay': 8779.0, 'rssi': -17.0, 'snr': 9.75, 'time_over_air': 4039.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",6,880,125,8,20,1,200,96,140,1,0.02547295
"{'delay': 723.0, 'rssi': -4.0, 'snr': 6.5, 'time_over_air': 68.0, 'bytes_per_second': 132.0, 'chunks_count': 1.0, 'attempt': 1}",7,881,125,8,12,0,200,49,100,1,0.02954805
"{'delay': 273.0, 'rssi': -8.0, 'snr': 9.25, 'time_over_air': 96.0, 'bytes_per_second': 93.0, 'chunks_count': 1.0, 'attempt': 1}",10,870,500,5,12,0,200,82,100,1,0.025217866670000002
"{'delay': 517.0, 'rssi': -5.0, 'snr': 6.75, 'time_over_air': 214.0, 'bytes_per_second': 42.0, 'chunks_count': 1.0, 'attempt': 1}",9,873,500,6,5,0,200,6,80,1,0.03088944667
"{'delay': 150.0, 'rssi': -11.0, 'snr': 8.0, 'time_over_air': 38.0, 'bytes_per_second': 236.0, 'chunks_count': 1.0, 'attempt': 1}",7,864,250,8,11,0,200,69,100,1,0.031274526670000004
"{'delay': 186.0, 'rssi': -16.0, 'snr': 9.75, 'time_over_air': 58.0, 'bytes_per_second': 155.0, 'chunks_count': 1.0, 'attempt': 1}",10,860,250,5,3,0,200,11,80,1,0.03179180667
"{'delay': 396.0, 'rssi': -22.0, 'snr': 11.75, 'time_over_air': 137.0, 'bytes_per_second': 65.0, 'chunks_count': 1.0, 'attempt': 1}",9,886,500,7,10,0,200,48,100,1,0.027685110000000002
"{'delay': 245.0, 'rssi': -7.0, 'snr': 7.0, 'time_over_air': 84.0, 'bytes_per_second': 107.0, 'chunks_count': 1.0, 'attempt': 1}",8,863,250,6,12,0,200,78,100,1,0.03224234167
"{'delay': 298.0, 'rssi': -14.0, 'snr': 12.25, 'time_over_air': 111.0, 'bytes_per_second': 81.0, 'chunks_count': 1.0, 'attempt': 1}",6,880,500,8,11,1,200,59,100,1,0.03209046
"{'delay': 218.0, 'rssi': 2.0, 'snr': 3.0, 'time_over_air': 13.0, 'bytes_per_second': 692.0, 'chunks_count': 1.0, 'attempt': 1}",8,868,125,7,20,0,200,87,140,1,0.02252571667
"{'delay': 595.0, 'rssi': -6.0, 'snr': 12.0, 'time_over_air': 247.0, 'bytes_per_second': 36.0, 'chunks_count': 1.0, 'attempt': 1}",10,868,125,5,20,0,200,59,140,1,0.0234635
"{'delay': 1522.0, 'rssi': -4.0, 'snr': 13.75, 'time_over_air': 666.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",7,883,250,8,16,0,200,72,120,1,0.03026883333
"{'delay': 188.0, 'rssi': -6.0, 'snr': 9.75, 'time_over_air': 60.0, 'bytes_per_second': 150.0, 'chunks_count': 1.0, 'attempt': 1}",8,883,500,8,4,0,200,17,80,1,0.03109858667
"{'delay': 124.0, 'rssi': -16.0, 'snr': 7.0, 'time_over_air': 28.0, 'bytes_per_second': 321.0, 'chunks_count': 1.0, 'attempt': 1}",8,890,125,7,6,0,200,16,80,1,0.03272756333
"{'delay': 304.0, 'rssi': -11.0, 'snr': 12.25, 'time_over_air': 101.0, 'bytes_per_second': 89.0, 'chunks_count': 1.0, 'attempt': 1}",8,879,125,7,3,0,200,65,80,1,0.03162702333
"{'delay': 505.0, 'rssi': -17.0, 'snr': 12.25, 'time_over_air': 202.0, 'bytes_per_second': 44.0, 'chunks_count': 1.0, 'attempt': 1}",7,878,250,8,15,0,200,93,120,1,0.030018060000000003
"{'delay': 210.0, 'rssi': -6.0, 'snr': 9.75, 'time_over_air': 71.0, 'bytes_per_second': 126.0, 'chunks_count': 1.0, 'attempt': 1}",9,881,500,5,3,0,200,88,80,1,0.02778643
