state,SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,value
"{'delay': 2179.0, 'rssi': -10.0, 'snr': 10.5, 'time_over_air': 969.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",7,869,250,8,20,0,200,66,140,1,0.029542466670000003
"{'delay': 182.0, 'rssi': -7.0, 'snr': 9.75, 'time_over_air': 57.0, 'bytes_per_second': 157.0, 'chunks_count': 1.0, 'attempt': 1}",10,890,500,6,13,0,200,96,100,1,0.023943626670000002
"{'delay': 589.0, 'rssi': -6.0, 'snr': 6.0, 'time_over_air': 247.0, 'bytes_per_second': 36.0, 'chunks_count': 1.0, 'attempt': 1}",8,876,125,6,5,0,200,19,80,1,0.03251139333
"{'delay': 298.0, 'rssi': -19.0, 'snr': 12.0, 'time_over_air': 101.0, 'bytes_per_second': 89.0, 'chunks_count': 1.0, 'attempt': 1}",9,880,500,5,8,0,200,58,100,1,0.02842097333
"{'delay': 248.0, 'rssi': -12.0, 'snr': 7.75, 'time_over_air': 88.0, 'bytes_per_second': 102.0, 'chunks_count': 1.0, 'attempt': 1}",9,887,250,5,16,0,200,63,120,1,0.027583041670000003
"{'delay': 460.0, 'rssi': -6.0, 'snr': 11.5, 'time_over_air': 185.0, 'bytes_per_second': 48.0, 'chunks_count': 1.0, 'attempt': 1}",7,866,250,5,16,0,200,69,120,1,0.03152248333
"{'delay': 169.0, 'rssi': -14.0, 'snr': 10.5, 'time_over_air': 52.0, 'bytes_per_second': 173.0, 'chunks_count': 1.0, 'attempt': 1}",8,886,125,5,11,0,200,40,100,1,0.03183312667
"{'delay': 366.0, 'rssi': -11.0, 'snr': 12.25, 'time_over_air': 138.0, 'bytes_per_second': 65.0, 'chunks_count': 1.0, 'attempt': 1}",11,872,250,6,12,0,200,9,100,1,0.027499191670000003
"{'delay': 762.0, 'rssi': -10.0, 'snr': 9.75, 'time_over_air': 273.0, 'bytes_per_second': 32.0, 'chunks_count': 1.0, 'attempt': 1}",6,876,250,5,3,1,200,44,80,1,0.033425013329999996
"{'delay': 262.0, 'rssi': -18.0, 'snr': 7.25, 'time_over_air': 19.0, 'bytes_per_second': 473.0, 'chunks_count': 1.0, 'attempt': 1}",8,876,125,8,7,0,200,44,80,1,0.031762000000000006
"{'delay': 438.0, 'rssi': -16.0, 'snr': 12.25, 'time_over_air': 165.0, 'bytes_per_second': 54.0, 'chunks_count': 1.0, 'attempt': 1}",6,878,250,8,15,1,200,20,120,1,0.0344259
"{'delay': 354.0, 'rssi': -5.0, 'snr': 6.75, 'time_over_air': 15.0, 'bytes_per_second': 600.0, 'chunks_count': 1.0, 'attempt': 1}",10,876,500,8,6,0,200,7,80,1,0.02862470667
"{'delay': 253.0, 'rssi': -16.0, 'snr': 7.5, 'time_over_air': 73.0, 'bytes_per_second': 123.0, 'chunks_count': 1.0, 'attempt': 1}",7,877,250,5,11,0,200,13,100,1,0.03502283
"{'delay': 111.0, 'rssi': -9.0, 'snr': 10.25, 'time_over_air': 24.0, 'bytes_per_second': 375.0, 'chunks_count': 1.0, 'attempt': 1}",10,869,500,7,14,0,200,62,120,1,0.025175911670000002
"{'delay': 464.0, 'rssi': -8.0, 'snr': 7.25, 'time_over_air': 181.0, 'bytes_per_second': 49.0, 'chunks_count': 1.0, 'attempt': 1}",10,883,125,8,2,0,200,38,80,1,0.03139140000000001
"{'delay': 1351.0, 'rssi': -21.0, 'snr': 14.25, 'time_over_air': 543.0, 'bytes_per_second': 16.0, 'chunks_count': 1.0, 'attempt': 1}",8,886,125,5,10,0,200,72,100,1,0.030793993330000005
"{'delay': 496.0, 'rssi': -12.0, 'snr': 12.0, 'time_over_air': 204.0, 'bytes_per_second': 44.0, 'chunks_count': 1.0, 'attempt': 1}",6,865,250,8,11,1,200,20,100,1,0.03483438333
"{'delay': 353.0, 'rssi': -14.0, 'snr': 7.0, 'time_over_air': 15.0, 'bytes_per_second': 600.0, 'chunks_count': 1.0, 'attempt': 1}",6,872,500,8,10,1,200,47,100,1,0.034544315
"{'delay': 215.0, 'rssi': -4.0, 'snr': 3.75, 'time_over_air': 11.0, 'bytes_per_second': 818.0, 'chunks_count': 1.0, 'attempt': 1}",7,873,125,6,6,0,200,69,80,1,0.029851173330000005
"{'delay': 292.0, 'rssi': -19.0, 'snr': 9.5, 'time_over_air': 108.0, 'bytes_per_second': 83.0, 'chunks_count': 1.0, 'attempt': 1}",9,881,250,8,13,0,200,27,100,1,0.030080316670000003
"{'delay': 367.0, 'rssi': -10.0, 'snr': 10.5, 'time_over_air': 130.0, 'bytes_per_second': 69.0, 'chunks_count': 1.0, 'attempt': 1}",9,870,500,8,8,0,200,36,100,1,0.029032136670000003
"{'delay': 230.0, 'rssi': -12.0, 'snr': 8.0, 'time_over_air': 74.0, 'bytes_per_second': 121.0, 'chunks_count': 1.0, 'attempt': 1}",12,864,125,8,3,0,200,8,80,1,0.022453943330000004
"{'delay': 3273.0, 'rssi': -28.0, 'snr': 9.5, 'time_over_air': 1188.0, 'bytes_per_second': 7.0, 'chunks_count': 1.0, 'attempt': 1}",7,876,125,8,11,0,200,48,100,1,0.018476500000000003
"{'delay': 3274.0, 'rssi': -29.0, 'snr': 9.25, 'time_over_air': 1188.0, 'bytes_per_second': 7.0, 'chunks_count': 1.0, 'attempt': 2}",8,864,250,7,20,0,200,29,140,1,0.031533016670000004
"{'delay': 207.0, 'rssi': -16.0, 'snr': 12.25, 'time_over_air': 64.0, 'bytes_per_second': 140.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,125,5,20,0,200,83,140,1,0.02595226667
"{'delay': 310.0, 'rssi': -7.0, 'snr': 9.75, 'time_over_air': 119.0, 'bytes_per_second': 75.0, 'chunks_count': 1.0, 'attempt': 1}",7,889,250,8,10,0,200,55,100,1,0.03164458167
"{'delay': 171.0, 'rssi': -11.0, 'snr': 9.75, 'time_over_air': 51.0, 'bytes_per_second': 176.0, 'chunks_count': 1.0, 'attempt': 1}",9,887,125,7,8,0,200,11,100,1,0.03347854333
"{'delay': 510.0, 'rssi': -16.0, 'snr': 14.25, 'time_over_air': 182.0, 'bytes_per_second': 49.0, 'chunks_count': 1.0, 'attempt': 1}",9,872,125,5,20,0,200,35,140,1,0.024536416670000002
"{'delay': 633.0, 'rssi': -8.0, 'snr': 14.25, 'time_over_air': 255.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",8,877,125,7,10,0,200,23,100,1,0.03250305667
"{'delay': 333.0, 'rssi': -12.0, 'snr': 12.5, 'time_over_air': 116.0, 'bytes_per_second': 77.0, 'chunks_count': 1.0, 'attempt': 1}",10,867,500,8,2,0,200,69,80,1,0.027467750000000003
"{'delay': 507.0, 'rssi': -28.0, 'snr': 8.0, 'time_over_air': 200.0, 'bytes_per_second': 45.0, 'chunks_count': 1.0, 'attempt': 1}",12,860,500,6,5,0,200,57,80,1,0.02250937667
"{'delay': 1499.0, 'rssi': -23.0, 'snr': 6.75, 'time_over_air': 666.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",10,888,125,6,11,0,200,100,100,1,0.02467556
"{'delay': 2252.0, 'rssi': -9.0, 'snr': 14.0, 'time_over_air': 1018.0, 'bytes_per_second': 8.0, 'chunks_count': 1.0, 'attempt': 1}",7,871,125,7,17,0,200,77,120,1,0.02692559
"{'delay': 320.0, 'rssi': -9.0, 'snr': 9.5, 'time_over_air': 121.0, 'bytes_per_second': 74.0, 'chunks_count': 1.0, 'attempt': 1}",9,860,125,8,17,0,200,98,120,1,0.02333333333
"{'delay': 1260.0, 'rssi': -15.0, 'snr': 13.5, 'time_over_air': 550.0, 'bytes_per_second': 16.0, 'chunks_count': 1.0, 'attempt': 1}",7,876,125,6,17,0,200,9,120,1,0.03115971333
"{'delay': 169.0, 'rssi': -9.0, 'snr': 10.0, 'time_over_air': 47.0, 'bytes_per_second': 191.0, 'chunks_count': 1.0, 'attempt': 1}",12,869,125,8,2,0,200,29,80,1,0.01894163333
"{'delay': 4650.0, 'rssi': -21.0, 'snr': 9.5, 'time_over_air': 1876.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",11,887,125,5,17,0,200,63,120,1,0.01961458333
"{'delay': 3203.0, 'rssi': -8.0, 'snr': 10.5, 'time_over_air': 1397.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 1}",12,874,500,6,4,0,200,65,80,1,0.022051563330000003
"{'delay': 1631.0, 'rssi': -17.0, 'snr': 6.5, 'time_over_air': 732.0, 'bytes_per_second': 12.0, 'chunks_count': 1.0, 'attempt': 1}",8,869,125,5,7,0,200,91,80,1,0.0309702
"{'delay': 574.0, 'rssi': -18.0, 'snr': 12.25, 'time_over_air': 243.0, 'bytes_per_second': 37.0, 'chunks_count': 1.0, 'attempt': 1}",7,881,500,6,6,0,200,63,80,1,0.02992789667
"{'delay': 113.0, 'rssi': -15.0, 'snr': 5.5, 'time_over_air': 26.0, 'bytes_per_second': 346.0, 'chunks_count': 1.0, 'attempt': 1}",6,881,500,5,17,1,200,90,120,1,0.03051147333
"{'delay': 174.0, 'rssi': 1.0, 'snr': 3.5, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",11,869,125,7,15,0,200,23,120,1,0.020313583330000003
"{'delay': 2155.0, 'rssi': -11.0, 'snr': 10.75, 'time_over_air': 807.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",7,884,125,8,10,0,200,36,100,1,0.03045686167
"{'delay': 247.0, 'rssi': -12.0, 'snr': 9.75, 'time_over_air': 83.0, 'bytes_per_second': 108.0, 'chunks_count': 1.0, 'attempt': 1}",12,874,250,7,2,0,200,28,80,1,0.02810453333
"{'delay': 2205.0, 'rssi': -22.0, 'snr': 13.0, 'time_over_air': 889.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,125,8,9,0,200,27,100,1,0.030530346670000003
"{'delay': 229.0, 'rssi': -12.0, 'snr': 9.5, 'time_over_air': 73.0, 'bytes_per_second': 123.0, 'chunks_count': 1.0, 'attempt': 1}",12,878,125,6,10,0,200,18,100,1,0.020098333330000002
"{'delay': 3470.0, 'rssi': -11.0, 'snr': 11.0, 'time_over_air': 1385.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 1}",12,868,500,6,3,0,200,65,80,1,0.02378553333
"{'delay': 3470.0, 'rssi': -11.0, 'snr': 12.0, 'time_over_air': 1385.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 2}",9,880,125,5,6,0,200,14,80,1,0.03402403667
"{'delay': 462.0, 'rssi': -18.0, 'snr': 14.5, 'time_over_air': 169.0, 'bytes_per_second': 53.0, 'chunks_count': 1.0, 'attempt': 1}",7,874,250,8,2,0,200,59,80,1,0.031449899999999996
"{'delay': 175.0, 'rssi': -22.0, 'snr': 9.5, 'time_over_air': 53.0, 'bytes_per_second': 169.0, 'chunks_count': 1.0, 'attempt': 1}",7,877,125,8,14,0,200,80,120,1,0.028253810000000004
"{'delay': 337.0, 'rssi': -10.0, 'snr': 9.25, 'time_over_air': 128.0, 'bytes_per_second': 70.0, 'chunks_count': 1.0, 'attempt': 1}",12,877,250,6,8,0,200,38,100,1,0.02540818333
"{'delay': 2419.0, 'rssi': -16.0, 'snr': 13.25, 'time_over_air': 1020.0, 'bytes_per_second': 8.0, 'chunks_count': 1.0, 'attempt': 1}",12,885,250,7,15,0,200,90,120,1,0.017747750000000003
"{'delay': 4237.0, 'rssi': -8.0, 'snr': 9.0, 'time_over_air': 1905.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",12,870,125,7,13,0,200,52,100,1,0.017997750000000003
"{'delay': 4237.0, 'rssi': -9.0, 'snr': 9.25, 'time_over_air': 1905.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",10,888,250,6,10,0,200,46,100,1,0.03188152
"{'delay': 712.0, 'rssi': -9.0, 'snr': 14.0, 'time_over_air': 288.0, 'bytes_per_second': 31.0, 'chunks_count': 1.0, 'attempt': 1}",10,886,125,8,12,0,200,34,100,1,0.02573633333
"{'delay': 1285.0, 'rssi': -9.0, 'snr': 10.5, 'time_over_air': 510.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",10,860,250,8,8,0,200,32,100,1,0.03204945167
"{'delay': 655.0, 'rssi': -19.0, 'snr': 13.5, 'time_over_air': 247.0, 'bytes_per_second': 36.0, 'chunks_count': 1.0, 'attempt': 1}",12,860,500,8,12,0,200,36,100,1,0.021076141670000003
"{'delay': 1254.0, 'rssi': -16.0, 'snr': 6.0, 'time_over_air': 527.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",11,866,250,8,9,0,200,58,100,1,0.028050453330000003
"{'delay': 1679.0, 'rssi': -20.0, 'snr': 13.75, 'time_over_air': 707.0, 'bytes_per_second': 12.0, 'chunks_count': 1.0, 'attempt': 1}",6,879,125,5,4,1,200,97,80,1,0.02818254333
"{'delay': 517.0, 'rssi': -18.0, 'snr': 6.75, 'time_over_air': 64.0, 'bytes_per_second': 140.0, 'chunks_count': 1.0, 'attempt': 1}",10,863,125,7,9,0,200,68,100,1,0.027494346670000003
"{'delay': 1785.0, 'rssi': -19.0, 'snr': 13.75, 'time_over_air': 773.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",7,866,500,6,11,0,200,88,100,1,0.029195690000000003
"{'delay': 125.0, 'rssi': -15.0, 'snr': 5.75, 'time_over_air': 32.0, 'bytes_per_second': 281.0, 'chunks_count': 1.0, 'attempt': 1}",9,883,250,8,7,0,200,24,80,1,0.03405001667
"{'delay': 355.0, 'rssi': -17.0, 'snr': 14.0, 'time_over_air': 124.0, 'bytes_per_second': 72.0, 'chunks_count': 1.0, 'attempt': 1}",10,871,250,5,17,0,200,59,120,1,0.02256723667
"{'delay': 790.0, 'rssi': -6.0, 'snr': 12.0, 'time_over_air': 333.0, 'bytes_per_second': 27.0, 'chunks_count': 1.0, 'attempt': 1}",6,874,250,8,8,1,200,66,100,1,0.031453518330000006
"{'delay': 377.0, 'rssi': -13.0, 'snr': 7.25, 'time_over_air': 27.0, 'bytes_per_second': 333.0, 'chunks_count': 1.0, 'attempt': 1}",8,863,500,5,5,0,200,53,80,1,0.029570520000000003
"{'delay': 148.0, 'rssi': -25.0, 'snr': 7.0, 'time_over_air': 42.0, 'bytes_per_second': 214.0, 'chunks_count': 1.0, 'attempt': 1}",9,876,250,8,4,0,200,36,80,1,0.03061205333
"{'delay': 404.0, 'rssi': -19.0, 'snr': 10.75, 'time_over_air': 148.0, 'bytes_per_second': 60.0, 'chunks_count': 1.0, 'attempt': 1}",11,874,125,6,11,0,200,51,100,1,0.02248175
"{'delay': 2941.0, 'rssi': -12.0, 'snr': 13.25, 'time_over_air': 1233.0, 'bytes_per_second': 7.0, 'chunks_count': 1.0, 'attempt': 1}",7,866,125,6,13,0,200,83,100,1,0.029207973329999998
"{'delay': 321.0, 'rssi': -17.0, 'snr': 9.5, 'time_over_air': 123.0, 'bytes_per_second': 73.0, 'chunks_count': 1.0, 'attempt': 1}",9,884,125,5,8,0,200,7,100,1,0.03298543833
"{'delay': 404.0, 'rssi': -16.0, 'snr': 13.25, 'time_over_air': 141.0, 'bytes_per_second': 63.0, 'chunks_count': 1.0, 'attempt': 1}",6,870,125,5,3,1,200,14,80,1,0.03204017333
"{'delay': 432.0, 'rssi': -19.0, 'snr': 6.75, 'time_over_air': 22.0, 'bytes_per_second': 409.0, 'chunks_count': 1.0, 'attempt': 1}",7,870,250,6,11,0,200,35,100,1,0.03314245667
"{'delay': 139.0, 'rssi': -10.0, 'snr': 10.25, 'time_over_air': 37.0, 'bytes_per_second': 243.0, 'chunks_count': 1.0, 'attempt': 1}",10,866,250,6,13,0,200,13,100,1,0.02919579
"{'delay': 442.0, 'rssi': -16.0, 'snr': 10.0, 'time_over_air': 153.0, 'bytes_per_second': 58.0, 'chunks_count': 1.0, 'attempt': 1}",9,862,250,6,10,0,200,70,100,1,0.03301257333
"{'delay': 507.0, 'rssi': -18.0, 'snr': 14.25, 'time_over_air': 206.0, 'bytes_per_second': 43.0, 'chunks_count': 1.0, 'attempt': 1}",12,889,125,5,6,0,200,39,80,1,0.01716458333
"{'delay': 4617.0, 'rssi': -15.0, 'snr': 8.5, 'time_over_air': 2008.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",6,882,500,8,2,1,200,53,80,1,0.0172249
"{'delay': 4618.0, 'rssi': -15.0, 'snr': 8.5, 'time_over_air': 2008.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",9,871,250,8,11,0,200,98,100,1,0.031124750000000003
"{'delay': 659.0, 'rssi': -10.0, 'snr': 13.25, 'time_over_air': 275.0, 'bytes_per_second': 32.0, 'chunks_count': 1.0, 'attempt': 1}",7,877,500,6,2,0,200,45,80,1,0.03133363333
"{'delay': 103.0, 'rssi': -19.0, 'snr': 5.75, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",11,878,250,8,6,0,200,45,80,1,0.028495730000000004
"{'delay': 1466.0, 'rssi': -18.0, 'snr': 12.5, 'time_over_air': 601.0, 'bytes_per_second': 14.0, 'chunks_count': 1.0, 'attempt': 1}",7,888,500,6,15,0,200,6,120,1,0.03568371
"{'delay': 83.0, 'rssi': -5.0, 'snr': 5.0, 'time_over_air': 11.0, 'bytes_per_second': 818.0, 'chunks_count': 1.0, 'attempt': 1}",6,886,125,8,4,1,200,19,80,1,0.03040247667
"{'delay': 644.0, 'rssi': -19.0, 'snr': 6.5, 'time_over_air': 29.0, 'bytes_per_second': 310.0, 'chunks_count': 1.0, 'attempt': 1}",8,884,250,5,11,0,200,49,100,1,0.03252026333
"{'delay': 229.0, 'rssi': -10.0, 'snr': 11.75, 'time_over_air': 79.0, 'bytes_per_second': 113.0, 'chunks_count': 1.0, 'attempt': 1}",6,887,500,6,4,1,200,36,80,1,0.036763593330000004
"{'delay': 177.0, 'rssi': -14.0, 'snr': 3.5, 'time_over_air': 9.0, 'bytes_per_second': 1000.0, 'chunks_count': 1.0, 'attempt': 1}",12,882,125,5,3,0,200,39,80,1,0.01691458333
"{'delay': 4617.0, 'rssi': -18.0, 'snr': 8.25, 'time_over_air': 2008.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",12,886,250,8,16,0,200,63,120,1,0.0174145
"{'delay': 4618.0, 'rssi': -18.0, 'snr': 8.75, 'time_over_air': 2008.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",9,889,250,7,9,0,200,92,100,1,0.03233628667
"{'delay': 615.0, 'rssi': -10.0, 'snr': 14.0, 'time_over_air': 257.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",6,872,500,5,2,1,200,93,80,1,0.031141550000000004
"{'delay': 175.0, 'rssi': -14.0, 'snr': 3.75, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",6,861,500,8,4,1,200,39,80,1,0.034657900000000005
"{'delay': 212.0, 'rssi': -19.0, 'snr': 2.75, 'time_over_air': 10.0, 'bytes_per_second': 899.0, 'chunks_count': 1.0, 'attempt': 1}",10,876,500,7,11,0,200,72,100,1,0.024960423330000002
"{'delay': 505.0, 'rssi': -8.0, 'snr': 6.25, 'time_over_air': 202.0, 'bytes_per_second': 44.0, 'chunks_count': 1.0, 'attempt': 1}",7,867,125,7,8,0,200,46,100,1,0.03014937833
"{'delay': 256.0, 'rssi': -21.0, 'snr': 9.5, 'time_over_air': 89.0, 'bytes_per_second': 101.0, 'chunks_count': 1.0, 'attempt': 1}",10,888,250,6,7,0,200,44,80,1,0.031880750000000006
"{'delay': 695.0, 'rssi': -15.0, 'snr': 13.5, 'time_over_air': 280.0, 'bytes_per_second': 32.0, 'chunks_count': 1.0, 'attempt': 1}",10,864,125,6,14,0,200,47,120,1,0.02215943
"{'delay': 1383.0, 'rssi': -15.0, 'snr': 10.75, 'time_over_air': 584.0, 'bytes_per_second': 15.0, 'chunks_count': 1.0, 'attempt': 1}",12,860,125,7,15,0,200,29,120,1,0.018279416670000003
"{'delay': 4421.0, 'rssi': -16.0, 'snr': 9.5, 'time_over_air': 1811.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",10,881,250,6,7,0,200,9,80,1,0.017779416670000003
"{'delay': 4421.0, 'rssi': -16.0, 'snr': 9.0, 'time_over_air': 1811.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",8,874,500,7,7,0,200,78,80,1,0.02842355
"{'delay': 181.0, 'rssi': -14.0, 'snr': 6.75, 'time_over_air': 57.0, 'bytes_per_second': 157.0, 'chunks_count': 1.0, 'attempt': 1}",10,887,500,7,11,0,200,20,100,1,0.027616400000000003
"{'delay': 292.0, 'rssi': -8.0, 'snr': 7.25, 'time_over_air': 95.0, 'bytes_per_second': 94.0, 'chunks_count': 1.0, 'attempt': 1}",6,890,500,8,9,1,200,23,100,1,0.03866786333
"{'delay': 209.0, 'rssi': -4.0, 'snr': 3.75, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",7,871,250,8,13,0,200,39,100,1,0.03234074
"{'delay': 155.0, 'rssi': -9.0, 'snr': 10.0, 'time_over_air': 43.0, 'bytes_per_second': 209.0, 'chunks_count': 1.0, 'attempt': 1}",12,874,500,5,5,0,200,27,80,1,0.02486157333
"{'delay': 960.0, 'rssi': -15.0, 'snr': 7.25, 'time_over_air': 404.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",10,876,500,6,12,0,200,63,100,1,0.02491499167
"{'delay': 453.0, 'rssi': -7.0, 'snr': 6.0, 'time_over_air': 179.0, 'bytes_per_second': 50.0, 'chunks_count': 1.0, 'attempt': 1}",8,873,250,5,11,0,200,64,100,1,0.03164148
"{'delay': 260.0, 'rssi': -11.0, 'snr': 11.25, 'time_over_air': 94.0, 'bytes_per_second': 95.0, 'chunks_count': 1.0, 'attempt': 1}",10,871,250,8,2,0,200,46,80,1,0.03316025
"{'delay': 770.0, 'rssi': -21.0, 'snr': 14.5, 'time_over_air': 305.0, 'bytes_per_second': 29.0, 'chunks_count': 1.0, 'attempt': 1}",8,862,250,8,8,0,200,27,100,1,0.033828658330000004
"{'delay': 212.0, 'rssi': -24.0, 'snr': 12.5, 'time_over_air': 65.0, 'bytes_per_second': 138.0, 'chunks_count': 1.0, 'attempt': 1}",9,889,125,5,7,0,200,88,80,1,0.03030611667
"{'delay': 1067.0, 'rssi': -16.0, 'snr': 13.5, 'time_over_air': 473.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",11,889,500,7,8,0,200,84,100,1,0.02448272667
"{'delay': 1052.0, 'rssi': -16.0, 'snr': 7.75, 'time_over_air': 452.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",6,865,250,8,2,1,200,35,80,1,0.033423033330000004
"{'delay': 361.0, 'rssi': -26.0, 'snr': 7.25, 'time_over_air': 19.0, 'bytes_per_second': 473.0, 'chunks_count': 1.0, 'attempt': 1}",10,876,500,7,7,0,200,74,80,1,0.02331798333
"{'delay': 513.0, 'rssi': -16.0, 'snr': 4.25, 'time_over_air': 206.0, 'bytes_per_second': 43.0, 'chunks_count': 1.0, 'attempt': 1}",9,874,125,5,11,0,200,22,100,1,0.03270859
"{'delay': 527.0, 'rssi': -11.0, 'snr': 14.0, 'time_over_air': 202.0, 'bytes_per_second': 44.0, 'chunks_count': 1.0, 'attempt': 1}",11,889,250,7,17,0,200,45,120,1,0.02104066667
"{'delay': 1408.0, 'rssi': -8.0, 'snr': 11.25, 'time_over_air': 584.0, 'bytes_per_second': 15.0, 'chunks_count': 1.0, 'attempt': 1}",8,864,125,8,2,0,200,17,80,1,0.03270325
"{'delay': 327.0, 'rssi': -29.0, 'snr': 12.25, 'time_over_air': 110.0, 'bytes_per_second': 81.0, 'chunks_count': 1.0, 'attempt': 1}",10,883,250,6,20,0,200,97,140,1,0.021397416670000002
"{'delay': 1129.0, 'rssi': -7.0, 'snr': 11.5, 'time_over_air': 497.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",6,874,500,5,5,1,200,78,80,1,0.03195559
"{'delay': 171.0, 'rssi': -14.0, 'snr': 3.5, 'time_over_air': 14.0, 'bytes_per_second': 642.0, 'chunks_count': 1.0, 'attempt': 1}",12,877,500,7,9,0,200,46,100,1,0.022546636670000002
"{'delay': 1369.0, 'rssi': -10.0, 'snr': 7.25, 'time_over_air': 592.0, 'bytes_per_second': 15.0, 'chunks_count': 1.0, 'attempt': 1}",6,890,125,5,7,1,200,10,80,1,0.032559
"{'delay': 428.0, 'rssi': -15.0, 'snr': 6.75, 'time_over_air': 20.0, 'bytes_per_second': 449.0, 'chunks_count': 1.0, 'attempt': 1}",6,875,500,7,17,1,200,58,120,1,0.03263273
"{'delay': 201.0, 'rssi': 1.0, 'snr': 3.0, 'time_over_air': 12.0, 'bytes_per_second': 750.0, 'chunks_count': 1.0, 'attempt': 1}",12,861,500,7,3,0,200,89,80,1,0.019735150000000003
"{'delay': 2073.0, 'rssi': -25.0, 'snr': 5.25, 'time_over_air': 945.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",8,882,250,5,9,0,200,58,100,1,0.03262741333
"{'delay': 248.0, 'rssi': -13.0, 'snr': 12.0, 'time_over_air': 88.0, 'bytes_per_second': 102.0, 'chunks_count': 1.0, 'attempt': 1}",6,875,125,6,5,1,200,73,80,1,0.028615180000000004
"{'delay': 562.0, 'rssi': -18.0, 'snr': 6.75, 'time_over_air': 53.0, 'bytes_per_second': 169.0, 'chunks_count': 1.0, 'attempt': 1}",7,888,500,5,3,0,200,87,80,1,0.029427403330000004
"{'delay': 121.0, 'rssi': -18.0, 'snr': 5.75, 'time_over_air': 31.0, 'bytes_per_second': 290.0, 'chunks_count': 1.0, 'attempt': 1}",12,886,250,6,17,0,200,61,120,1,0.01911716667
"{'delay': 3172.0, 'rssi': -7.0, 'snr': 10.0, 'time_over_air': 1397.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 1}",7,880,500,8,17,0,200,37,120,1,0.03033450667
"{'delay': 105.0, 'rssi': -6.0, 'snr': 5.25, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",9,877,250,7,4,0,200,6,80,1,0.031713173330000004
"{'delay': 263.0, 'rssi': -21.0, 'snr': 10.75, 'time_over_air': 81.0, 'bytes_per_second': 111.0, 'chunks_count': 1.0, 'attempt': 1}",6,885,500,5,13,1,200,33,100,1,0.03865619000000001
"{'delay': 159.0, 'rssi': -2.0, 'snr': 3.75, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",12,873,500,8,14,0,200,93,120,1,0.01544066667
"{'delay': 2188.0, 'rssi': -9.0, 'snr': 6.0, 'time_over_air': 994.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",11,878,250,8,17,0,200,58,120,1,0.020916583330000002
"{'delay': 1679.0, 'rssi': -10.0, 'snr': 11.25, 'time_over_air': 707.0, 'bytes_per_second': 12.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,500,5,20,0,200,33,140,1,0.0313638
